Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Dundas (Qld),SAL,30895,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Dundowran,SAL,30897,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Dundowran Beach,SAL,30898,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Boulia,LGA,30900,Queensland,North Queensland floods: January to February 2009,317,0,0,0,0,unknown,0,0,Flood,2009-01-31
Boulia,LGA,30900,Queensland,Tropical Cyclone Yasi: 2 February 2011,428,0,0,0,0,unknown,0,0,Cyclone,2011-02-02
Boulia,LGA,30900,Queensland,Queensland monsoonal flooding: February 2011,437,0,0,0,0,unknown,0,0,Flood,2011-02-28
Boulia,LGA,30900,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,0,0,Bushfire,2011-08-01
Boulia,LGA,30900,Queensland,Central and Western Queensland flooding and rainfall: from 18 to 28 February 2014,620,0,0,0,0,unknown,0,0,"Flood, Rainfall",2014-02-18
Boulia,LGA,30900,Queensland,Western QLD heavy rainfall and flooding: 5 to 18 January 2015,653,0,0,0,0,unknown,0,0,"Flood, Rainfall",2015-01-05
Boulia,LGA,30900,Queensland,Gulf of Carpentaria Monsoon Trough: 20 December 2015 to 3 January 2016,691,0,0,0,0,unknown,0,0,Flood,2015-12-20
Boulia,LGA,30900,Queensland,Central Western Queensland Heavy Rainfall and Flooding: 2 to 4 February 2016,698,0,0,0,0,unknown,0,0,Flood,2016-02-02
Boulia,LGA,30900,Queensland,Western Queensland Trough: 7 to 11 March 2016,707,0,0,0,0,unknown,0,0,Trough/monsoonal trough,2016-03-07
Boulia,LGA,30900,Queensland,Central Western Queensland Flooding: 13 to 19 June 2016,723,0,0,0,0,unknown,0,0,Flood,2016-06-13
Boulia,LGA,30900,Queensland,Western Queensland Flooding: 13 to 20 September 2016,730,0,0,0,0,unknown,0,0,Flood,2016-09-13
Boulia,LGA,30900,Queensland,North and North West Queensland Low: 24 February - 8 March 2018,790,1,1,0,0,A/B,0,0,Low/tropical low,2018-02-24
Boulia,LGA,30900,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,1,1,0,0,A/B,0,0,"Flood, Trough/monsoonal trough",2019-01-25
Boulia,LGA,30900,Queensland,Severe Tropical Cyclone Trevor: 19 - 27 March 2019,848,0,1,0,0,A/B,0,0,Cyclone,2019-03-19
Boulia,LGA,30900,Queensland,Queensland monsoonal flooding: 23 January - 3 February 2020,887,1,1,0,0,A/B,0,0,Flood,2020-01-23
Boulia,LGA,30900,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Boulia,LGA,30900,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19
Boulia,LGA,30900,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Boulia,LGA,30900,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,1,1,1,1,C/D,1,1,Flood,2022-12-20
Boulia,LGA,30900,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Boulia,LGA,30900,Queensland,AGRN 1109 - South West Queensland flooding (6 January - 23 January 2024),1109,1,1,0,0,A/B,0,0,Flood,2024-01-06
Boulia,LGA,30900,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Boulia,LGA,30900,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21
Boulia,LGA,30900,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Eagleby,SAL,30915,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Elanora,SAL,30955,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Eli Waters,SAL,30960,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Eudlo,SAL,30991,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Brisbane,LGA,31000,Queensland,Queensland storms: November 2008,311,0,0,0,0,unknown,0,0,Storm,2008-11-16
Brisbane,LGA,31000,Queensland,Queensland floods: November 2010 to February 2011,422,0,0,0,0,unknown,0,0,Flood,2010-11-01
Brisbane,LGA,31000,Queensland,South East Queensland flooding: 10 to 12 October 2010,492,0,0,0,0,unknown,0,0,Flood,2010-10-10
Brisbane,LGA,31000,Queensland,Tropical Cyclone Oswald and associated rainfall and flooding: 21 to 29 January 2013,542,0,0,0,0,unknown,0,0,"Flood, Rainfall, Cyclone",2013-01-21
Brisbane,LGA,31000,Queensland,Central and southern low: 25 February to 5 March 2013,554,0,0,0,0,unknown,0,0,Low/tropical low,2013-02-25
Brisbane,LGA,31000,Queensland,Brisbane severe storm: 27 November 2014,640,0,0,0,0,unknown,0,0,Storm,2014-11-27
Brisbane,LGA,31000,Queensland,Severe Tropical Cyclone Marcia and South East Queensland trough: 19 to 22 February 2015,656,0,0,0,0,unknown,0,0,"Cyclone, Trough/monsoonal trough",2015-02-19
Brisbane,LGA,31000,Queensland,South East Queensland low: 30 April to 1 May 2015,677,0,0,0,0,unknown,0,0,Low/tropical low,2015-04-30
Brisbane,LGA,31000,Queensland,Tropical Cyclone Debbie and associated rainfall and flooding: 28 March to 6 April 2017,754,0,0,0,0,unknown,0,0,"Cyclone, Flood, Storm surge",2017-03-28
Brisbane,LGA,31000,Queensland,Southern Queensland Heavy Rainfall and Flooding: 8 - 14 February 2020,900,1,1,0,0,A/B,0,0,"Flood, Rainfall",2020-02-08
Brisbane,LGA,31000,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,0,0,Bushfire,2019-09-01
Brisbane,LGA,31000,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,1,1,1,1,C/D,1,1,Flood,2022-02-22
Brisbane,LGA,31000,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06
Brisbane,LGA,31000,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,1,1,1,1,C/D,0,0,Storm,2023-12-24
Brisbane,LGA,31000,Queensland,AGRN 1098 - Brisbane and Ipswich severe storms (15-16 December 2023),1098,1,1,0,0,A/B,0,0,Storm,2023-12-15
Brisbane,LGA,31000,Queensland,AGRN 1167 - Southern Summer Rainfall and Flooding (9 December 2024 to 14 January 2025),1167,0,1,0,0,A/B,0,0,Flood,2024-12-09
Brisbane,LGA,31000,Queensland,AGRN 1186 - Brisbane Microburst Event (16 January 2025),1186,1,1,0,0,A/B,0,0,Storm,2025-01-16
Brisbane,LGA,31000,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,1,1,1,1,C/D,1,1,Cyclone,2025-03-01
Brisbane,LGA,31000,Queensland,AGRN 1221 - SEQ Severe Storms - 26 October 2025,1221,1,1,0,0,A/B,0,0,Storm,2025-10-26
Brisbane,LGA,31000,Queensland,AGRN 1225 - Queensland Southern Coast Severe Storms 24-25 November 2025,1225,1,1,0,0,A/B,0,0,Storm,2025-11-24
Brisbane,LGA,31000,Queensland,AGRN 1266 - Moreton Island Bushfire (4 to 13 October 2025),1266,1,1,0,0,A/B,0,0,Bushfire,2025-10-04
Ferny Glen,SAL,31031,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Flagstone,SAL,31047,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Flying Fox (Qld),SAL,31058,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Fraser Island,SAL,31081,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Gaven,SAL,31105,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Georgetown (Qld),SAL,31111,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,0,0,0,0,unknown,1,0,Flood,2025-01-29
Gilston,SAL,31123,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Giru,SAL,31129,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,0,0,0,0,unknown,1,0,Flood,2025-01-29
Glamorgan Vale,SAL,31134,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Gleneagle,SAL,31158,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Glenlogan,SAL,31165,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Groper Creek,SAL,31257,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,0,0,0,0,unknown,1,0,Flood,2025-01-29
Guanaba,SAL,31260,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Helensvale,SAL,31315,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Hollywell,SAL,31349,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Holmview,SAL,31350,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Hope Island,SAL,31356,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Illinbah,SAL,31385,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Jimboomba,SAL,31440,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Kawungan,SAL,31495,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Kingsholme,SAL,31546,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Kooralbyn,SAL,31569,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Labrador,SAL,31601,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Logan Village,SAL,31679,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Lower Beechmont,SAL,31689,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Bulloo,LGA,31750,Queensland,Queensland floods: mid-January 2008,296,0,0,0,0,unknown,0,0,Flood,2008-01-13
Bulloo,LGA,31750,Queensland,Queensland floods: November 2010 to February 2011,422,0,0,0,0,unknown,0,0,Flood,2010-11-01
Bulloo,LGA,31750,Queensland,Queensland monsoonal flooding: February 2011,437,0,0,0,0,unknown,0,0,Flood,2011-02-28
Bulloo,LGA,31750,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,0,0,Bushfire,2011-08-01
Bulloo,LGA,31750,Queensland,Southern Queensland flooding: November to December 2011,466,0,0,0,0,unknown,0,0,Flood,2011-11-01
Bulloo,LGA,31750,Queensland,Western Queensland tropical low: 27 January 2012,472,0,0,0,0,unknown,0,0,Low/tropical low,2012-01-27
Bulloo,LGA,31750,Queensland,Central and Western Queensland flooding and rainfall: from 18 to 28 February 2014,620,0,0,0,0,unknown,0,0,"Flood, Rainfall",2014-02-18
Bulloo,LGA,31750,Queensland,Gulf of Carpentaria Monsoon Trough: 20 December 2015 to 3 January 2016,691,0,0,0,0,unknown,0,0,Flood,2015-12-20
Bulloo,LGA,31750,Queensland,South West Queensland Floods: 7 to 9 May 2016,717,0,0,0,0,unknown,0,0,Flood,2016-05-07
Bulloo,LGA,31750,Queensland,Western Queensland Flooding: 13 to 20 September 2016,730,0,0,0,0,unknown,0,0,Flood,2016-09-13
Bulloo,LGA,31750,Queensland,Severe Tropical Cyclone Trevor: 19 - 27 March 2019,848,0,1,0,0,A/B,0,0,Cyclone,2019-03-19
Bulloo,LGA,31750,Queensland,Tropical Cyclone Esther and related flooding: 23 February - 8 March 2020,905,1,1,0,0,A/B,0,0,"Cyclone, Flood",2020-02-23
Bulloo,LGA,31750,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20
Bulloo,LGA,31750,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19
Bulloo,LGA,31750,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Bulloo,LGA,31750,Queensland,AGRN 1032 - South West Queensland Low Pressure Trough (7-15 September 2022),1032,0,1,0,0,A/B,0,0,Flood,2022-09-07
Bulloo,LGA,31750,Queensland,AGRN 1067 - South West Queensland Flooding (4 June - 7 July 2023),1067,0,1,0,0,A/B,0,0,Flood,2023-06-04
Bulloo,LGA,31750,Queensland,AGRN 1097 - Queensland low pressure trough (20 November - 1 December 2023),1097,1,1,0,0,A/B,0,0,Flood,2023-11-20
Bulloo,LGA,31750,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,0,1,0,0,A/B,0,0,Cyclone,2024-01-25
Bulloo,LGA,31750,Queensland,AGRN 1109 - South West Queensland flooding (6 January - 23 January 2024),1109,1,1,0,0,A/B,0,0,Flood,2024-01-06
Bulloo,LGA,31750,Queensland,AGRN 1126 - QLD - Western Queensland Rainfall and Flooding (22 March - 20 April 2024),1126,1,1,0,0,A/B,0,0,Flood,2024-03-22
Bulloo,LGA,31750,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,1,1,Flood,2025-03-21
Bulloo,LGA,31750,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Maudsland,SAL,31785,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Mermaid Waters,SAL,31812,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Merrimac,SAL,31813,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Bundaberg,LGA,31820,Queensland,Mackay and Central Queensland floods: mid-February 2008,299,0,0,0,0,unknown,0,0,Flood,2008-02-14
Bundaberg,LGA,31820,Queensland,Queensland floods: November 2010 to February 2011,422,0,0,0,0,unknown,0,0,Flood,2010-11-01
Bundaberg,LGA,31820,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,0,0,Bushfire,2011-08-01
Bundaberg,LGA,31820,Queensland,Tropical Cyclone Oswald and associated rainfall and flooding: 21 to 29 January 2013,542,0,0,0,0,unknown,0,0,"Flood, Rainfall, Cyclone",2013-01-21
Bundaberg,LGA,31820,Queensland,Central and southern low: 25 February to 5 March 2013,554,0,0,0,0,unknown,0,0,Low/tropical low,2013-02-25
Bundaberg,LGA,31820,Queensland,Severe Tropical Cyclone Marcia and South East Queensland trough: 19 to 22 February 2015,656,0,0,0,0,unknown,0,0,"Cyclone, Trough/monsoonal trough",2015-02-19
Bundaberg,LGA,31820,Queensland,Tropical Cyclone Debbie and associated rainfall and flooding: 28 March to 6 April 2017,754,0,0,0,0,unknown,0,0,"Cyclone, Flood, Storm surge",2017-03-28
Bundaberg,LGA,31820,Queensland,Central Coast Queensland Severe Weather: 16 to 19 October 2017,769,1,1,1,0,C/D,0,0,Weather event,2017-10-16
Bundaberg,LGA,31820,Queensland,Central Queensland Bushfires: from 22 November 2018,827,1,1,1,0,C/D,0,0,Bushfire,2018-11-22
Bundaberg,LGA,31820,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,1,1,Bushfire,2019-09-01
Bundaberg,LGA,31820,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Bundaberg,LGA,31820,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,0,1,1,1,C/D,1,1,Flood,2022-01-07
Bundaberg,LGA,31820,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22
Bundaberg,LGA,31820,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06
Bundaberg,LGA,31820,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08
Bundaberg,LGA,31820,Queensland,AGRN 1148 - Central and Southern Queensland Rainfall and Flooding (12-14 August 2024),1148,0,1,0,0,A/B,0,0,Flood,2024-08-12
Bundaberg,LGA,31820,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,1,1,1,1,C/D,0,1,Cyclone,2025-03-01
Bundaberg,LGA,31820,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Bundaberg,LGA,31820,Queensland,Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,0,0,Bushfire,2025-10-02
Molendinar,SAL,31873,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,0,0,0,0,unknown,1,1,Storm,2023-12-24
Burdekin,LGA,31900,Queensland,Queensland floods: mid-January 2008,296,0,0,0,0,unknown,0,0,Flood,2008-01-13
Burdekin,LGA,31900,Queensland,Mackay and Central Queensland floods: mid-February 2008,299,0,0,0,0,unknown,0,0,Flood,2008-02-14
Burdekin,LGA,31900,Queensland,North Queensland floods: January to February 2009,317,0,0,0,0,unknown,0,0,Flood,2009-01-31
Burdekin,LGA,31900,Queensland,Queensland floods: November 2010 to February 2011,422,0,0,0,0,unknown,0,0,Flood,2010-11-01
Burdekin,LGA,31900,Queensland,Tropical Cyclone Yasi: 2 February 2011,428,0,0,0,0,unknown,0,0,Cyclone,2011-02-02
Burdekin,LGA,31900,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,0,0,Bushfire,2011-08-01
Burdekin,LGA,31900,Queensland,Northern and Far Northern Queensland heavy rainfall and flooding: 15 March 2012,484,0,0,0,0,unknown,0,0,"Flood, Rainfall",2012-03-15
Burdekin,LGA,31900,Queensland,Tropical Cyclone Oswald and associated rainfall and flooding: 21 to 29 January 2013,542,0,0,0,0,unknown,0,0,"Flood, Rainfall, Cyclone",2013-01-21
Burdekin,LGA,31900,Queensland,Tropical Cyclone Dylan: 31 January 2014,605,0,0,0,0,unknown,0,0,Cyclone,2014-01-31
Burdekin,LGA,31900,Queensland,Tropical Cyclone Ita and associated rainfall and flooding: from 11 April 2014,624,0,0,0,0,unknown,0,0,"Flood, Rainfall, Cyclone",2014-04-11
Burdekin,LGA,31900,Queensland,Tropical Cyclone Debbie and associated rainfall and flooding: 28 March to 6 April 2017,754,0,0,0,0,unknown,0,0,"Cyclone, Flood, Storm surge",2017-03-28
Burdekin,LGA,31900,Queensland,North and North West Queensland Low: 24 February - 8 March 2018,790,1,1,0,0,A/B,0,0,Low/tropical low,2018-02-24
Burdekin,LGA,31900,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,1,1,1,1,C/D,1,1,"Flood, Trough/monsoonal trough",2019-01-25
Burdekin,LGA,31900,Queensland,Queensland monsoonal flooding: 23 January - 3 February 2020,887,1,1,0,0,A/B,0,0,Flood,2020-01-23
Burdekin,LGA,31900,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02
Burdekin,LGA,31900,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,0,A/B,0,0,Cyclone,2021-02-25
Burdekin,LGA,31900,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Burdekin,LGA,31900,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Burdekin,LGA,31900,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Burdekin,LGA,31900,Queensland,AGRN 1168 - North Queensland Rainfall and Flooding (19 to 24 December 2024),1168,1,1,0,0,A/B,0,0,Flood,2024-12-19
Burdekin,LGA,31900,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Burdekin,LGA,31900,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21
Burdekin,LGA,31900,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Mount Barney,SAL,31938,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,0,0,0,0,unknown,1,0,Cyclone,2025-03-01
Burke,LGA,31950,Queensland,North Queensland floods: January to February 2009,317,0,0,0,0,unknown,0,0,Flood,2009-01-31
Burke,LGA,31950,Queensland,Queensland floods: November 2010 to February 2011,422,0,0,0,0,unknown,0,0,Flood,2010-11-01
Burke,LGA,31950,Queensland,Tropical Cyclone Yasi: 2 February 2011,428,0,0,0,0,unknown,0,0,Cyclone,2011-02-02
Burke,LGA,31950,Queensland,Queensland monsoonal flooding: February 2011,437,0,0,0,0,unknown,0,0,Flood,2011-02-28
Burke,LGA,31950,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,0,0,Bushfire,2011-08-01
Burke,LGA,31950,Queensland,Western Queensland tropical low: 27 January 2012,472,0,0,0,0,unknown,0,0,Low/tropical low,2012-01-27
Burke,LGA,31950,Queensland,Northern and Far Northern Queensland heavy rainfall and flooding: 15 March 2012,484,0,0,0,0,unknown,0,0,"Flood, Rainfall",2012-03-15
Burke,LGA,31950,Queensland,Tropical Cyclone Oswald and associated rainfall and flooding: 21 to 29 January 2013,542,0,0,0,0,unknown,0,0,"Flood, Rainfall, Cyclone",2013-01-21
Burke,LGA,31950,Queensland,Tropical Cyclone Fletcher and associated rainfall and flooding: 2 February 2014,607,0,0,0,0,unknown,0,0,"Flood, Rainfall, Cyclone",2014-02-02
Burke,LGA,31950,Queensland,Gulf of Carpentaria Monsoon Trough: 20 December 2015 to 3 January 2016,691,0,0,0,0,unknown,0,0,Flood,2015-12-20
Burke,LGA,31950,Queensland,Far North and North West Tropical Low: 14 to 18 March 2016,708,0,0,0,0,unknown,0,0,Low/tropical low,2016-03-14
Burke,LGA,31950,Queensland,Gulf Tropical Low: 15 to 24 February 2017,751,0,0,0,0,unknown,0,0,"Cyclone, Flood",2017-02-15
Burke,LGA,31950,Queensland,North and North West Queensland Low: 24 February - 8 March 2018,790,1,1,0,0,A/B,0,0,Low/tropical low,2018-02-24
Burke,LGA,31950,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,1,1,1,1,C/D,1,1,"Flood, Trough/monsoonal trough",2019-01-25
Burke,LGA,31950,Queensland,Severe Tropical Cyclone Trevor: 19 - 27 March 2019,848,0,1,0,0,A/B,0,0,Cyclone,2019-03-19
Burke,LGA,31950,Queensland,Queensland monsoonal flooding: 23 January - 3 February 2020,887,1,1,0,0,A/B,0,0,Flood,2020-01-23
Burke,LGA,31950,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02
Burke,LGA,31950,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19
Burke,LGA,31950,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,1,1,1,1,C/D,1,1,Flood,2022-12-20
Burke,LGA,31950,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
