id,title,category,year,decade,start_date,end_date,lat,lon,regions,deaths,injuries,evacuated,homeless,insured_cost,homes_destroyed,buildings_destroyed,impact_score,url
548,Severe Storm - Coffs Harbour,Severe Storm,1996,1990,11/23/1996 0:00,11/23/1996 0:00,-30.29405403,153.1161194,New South Wales,1.0,0.0,0.0,0.0,20000000.0,0.0,0.0,10.0,http://www.emknowledge.gov.au/resource/?id=548
549,Flood - North-Eastern Victoria,Flood,1993,1990,10/3/1993 0:00,10/4/1993 0:00,-36.5514946,145.9817047,Victoria,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=549
552,Cyclone Aivu,Cyclone,1989,1980,4/4/1989 0:00,4/20/1989 0:00,-19.64258766,147.590332,New South Wales;Queensland,3.0,0.0,0.0,0.0,26000000.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=552
569,"Severe Storm - Melbourne, September 2011",Severe Storm,2011,2010,9/28/2011 0:00,9/29/2011 0:00,-37.81229401,144.9632263,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=569
587,"Bushfire - Augusta and Margaret River, Western Australia 2011",Bushfire,2011,2010,11/23/2011 0:00,12/6/2011 0:00,-34.31492233,115.159256,Western Australia,0.0,0.0,0.0,0.0,53000000.0,32.0,13.0,90.0,http://www.emknowledge.gov.au/resource/?id=587
588,"Flood - Northern New South Wales, Moree",Flood,2011,2010,11/27/2011 0:00,12/4/2011 0:00,-29.46429825,149.8447876,New South Wales,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,http://www.emknowledge.gov.au/resource/?id=588
591,Bushfire - Southern Queensland,Bushfire,2011,2010,8/1/2011 0:00,10/31/2011 0:00,-25.48295021,151.2158203,Queensland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=591
592,Bushfire - Mount Lofty Ranges,Bushfire,1980,1980,2/20/1980 0:00,2/20/1980 0:00,-35.00764465,138.7087402,South Australia,0.0,0.0,0.0,0.0,13000000.0,51.0,1.0,104.0,http://www.emknowledge.gov.au/resource/?id=592
594,"Severe Storm - Melbourne, December 2011",Severe Storm,2011,2010,12/25/2011 0:00,12/26/2011 0:00,-37.71207047,145.1486206,Victoria,0.0,0.0,0.0,0.0,728640000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=594
602,Environmental - South Australia and Victoria Heatwave,Environmental,2011,2010,12/30/2011 0:00,1/4/2012 0:00,-34.12544632,140.9765625,South Australia,0.0,45.0,0.0,0.0,0.0,0.0,0.0,90.0,http://www.emknowledge.gov.au/resource/?id=602
608,Hail - Adelaide,Hail,1991,1990,1/22/1991 0:00,1/22/1991 0:00,-34.9287262,138.5999451,South Australia,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=608
609,Flood - Murray River,Flood,1956,1950,6/8/1956 0:00,12/1/1956 0:00,-34.91437912,139.3115845,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=609
610,Environmental - Heatwave Oodnadatta,Environmental,1959,1950,12/31/1959 0:00,1/3/1960 0:00,-27.51801491,135.43396,South Australia,13.0,18.0,0.0,0.0,0.0,0.0,0.0,166.0,http://www.emknowledge.gov.au/resource/?id=610
612,Flood - New South Wales - 2012,Flood,2012,2010,1/24/2012 0:00,3/13/2012 0:00,-30.29301643,153.1159363,New South Wales,3.0,0.0,0.0,0.0,108212000.0,0.0,0.0,30.0,http://www.emknowledge.gov.au/resource/?id=612
613,Flood - Queensland Jan 2012,Flood,2012,2010,1/24/2012 0:00,3/13/2012 0:00,-23.51173782,148.1609344,Queensland,2.0,0.0,0.0,0.0,124688000.0,0.0,0.0,20.0,http://www.emknowledge.gov.au/resource/?id=613
615,Flood - Victoria February 2012,Flood,2012,2010,2/26/2012 0:00,3/15/2012 0:00,-36.12789154,141.9927979,Victoria,0.0,0.0,0.0,0.0,108212000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=615
616,Cyclone Herbie,Cyclone,1988,1980,5/21/1988 0:00,5/22/1988 0:00,-24.88456726,113.6291885,Western Australia,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=616
617,Environmental - Heatwave Dec 1907,Environmental,1907,1900,12/1/1907 0:00,2/28/1908 0:00,-27.47077179,153.0236359,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria,246.0,0.0,0.0,0.0,0.0,0.0,0.0,2460.0,http://www.emknowledge.gov.au/resource/?id=617
619,Environmental - Heatwave Dec 1913,Environmental,1913,1910,12/1/1913 0:00,2/28/1914 0:00,-30.47708321,136.9116211,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,122.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,http://www.emknowledge.gov.au/resource/?id=619
620,Environmental - Heatwave Dec 1920,Environmental,1920,1920,12/1/1920 0:00,2/28/1921 0:00,-34.63772964,143.5528564,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,147.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,http://www.emknowledge.gov.au/resource/?id=620
621,Environmental - Heatwave Dec 1938,Environmental,1938,1930,12/1/1938 0:00,2/28/1939 0:00,-37.80978394,144.9536133,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,438.0,0.0,0.0,0.0,0.0,0.0,0.0,4380.0,http://www.emknowledge.gov.au/resource/?id=621
622,Environmental - Heatwave Dec 1939,Environmental,1939,1930,12/1/1939 0:00,2/28/1940 0:00,-23.55391693,148.1561279,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,http://www.emknowledge.gov.au/resource/?id=622
623,Environmental - Heatwave Dec 1959,Environmental,1959,1950,12/1/1959 0:00,2/28/1960 0:00,-27.47103882,153.0231934,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,98.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,http://www.emknowledge.gov.au/resource/?id=623
624,Environmental - Heatwave Dec 1972,Environmental,1972,1970,12/1/1972 0:00,2/28/1973 0:00,-34.20612335,142.1361389,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,99.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,http://www.emknowledge.gov.au/resource/?id=624
625,Environmental - Heatwave Dec 1926,Environmental,1926,1920,12/1/1926 0:00,2/28/1927 0:00,-33.87330246,151.2070618,Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Northern Territory;Tasmania;Victoria,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,http://www.emknowledge.gov.au/resource/?id=625
627,Bushfire - Canberra 2003,Bushfire,2003,2000,1/18/2003 0:00,1/19/2003 0:00,-35.34656525,149.035675,Australian Capital Territory,4.0,435.0,0.0,0.0,350000000.0,488.0,0.0,1886.0,http://www.emknowledge.gov.au/resource/?id=627
2029,Flood - Gippsland June 2012,Flood,2012,2010,6/4/2012 15:48,6/22/2012 15:48,-38.20797348,146.7443848,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=2029
2118,Severe Storm - Perth and Southern Western Australia,Severe Storm,2012,2010,6/7/2012 15:13,6/13/2012 15:13,-31.95048714,115.8570099,Western Australia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,http://www.emknowledge.gov.au/resource/?id=2118
2799,Landslide - Gracetown,Landslide,1996,1990,9/27/1996 14:50,9/27/1996 14:50,-33.85794449,114.9841995,Western Australia,9.0,3.0,0.0,0.0,0.0,0.0,0.0,96.0,http://www.emknowledge.gov.au/resource/?id=2799
3159,Bushfire - Mt Ku-ring-gai,Bushfire,2000,2000,6/8/2000 14:32,6/8/2000 14:32,-33.65177917,151.1330872,New South Wales,4.0,3.0,0.0,0.0,0.0,0.0,0.0,46.0,http://www.emknowledge.gov.au/resource/?id=3159
3301,"Flood - Warmun, Kimberley",Flood,2011,2010,3/10/2011 9:24,3/14/2011 9:24,-17.01690102,128.2159424,Western Australia,0.0,0.0,0.0,0.0,0.0,76.0,0.0,152.0,http://www.emknowledge.gov.au/resource/?id=3301
3315,Environmental - The Big Dry,Environmental,1996,1990,1/1/1996 13:39,4/1/2012 13:39,-28.61345863,148.8867188,Queensland;New South Wales;Australian Capital Territory;Victoria;South Australia;Western Australia;Outside Australia;Northern Territory;Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=3315
3413,Bushfire - Dunalley - Jan 2013,Bushfire,2013,2010,1/3/2013 13:49,1/14/2013 13:49,-42.87797546,147.8100586,Tasmania,1.0,0.0,1000.0,0.0,87100000.0,203.0,212.0,890.0,http://www.emknowledge.gov.au/resource/?id=3413
3437,"Bushfire - Coonabarabran, New South Wales 2013",Bushfire,2013,2010,1/7/2013 14:41,1/20/2013 14:41,-31.28676605,149.2005157,New South Wales,0.0,1.0,0.0,0.0,35000000.0,51.0,0.0,104.0,http://www.emknowledge.gov.au/resource/?id=3437
3487,"Cyclone Oswald, Queensland & New South Wales, 2013",Cyclone,2013,2010,1/21/2013 9:49,1/29/2013 9:49,-24.86587906,152.3446655,Queensland;New South Wales,6.0,0.0,9000.0,0.0,1098000000.0,0.0,0.0,510.0,http://www.emknowledge.gov.au/resource/?id=3487
3575,Tornado - Murray River Townships,Tornado,2013,2010,3/21/2013 11:31,3/21/2013 11:31,-35.88181686,145.5750275,New South Wales;Victoria,0.0,24.0,0.0,0.0,0.0,0.0,24.0,96.0,http://www.emknowledge.gov.au/resource/?id=3575
4163,Tornado - Bundaberg region,Tornado,2013,2010,1/26/2013 0:00,1/26/2013 0:00,-24.8135376,152.4643097,Queensland,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,http://www.emknowledge.gov.au/resource/?id=4163
4165,Hail - Sydney Nov 1976,Hail,1976,1970,11/10/1976 0:00,11/10/1976 0:00,-33.86086655,151.0230408,New South Wales,0.0,10.0,0.0,0.0,40000000.0,0.0,0.0,20.0,http://www.emknowledge.gov.au/resource/?id=4165
4166,Flood - Gawler River 2005,Flood,2005,2000,11/8/2005 0:00,11/8/2005 0:00,-34.64535522,138.5066986,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=4166
4212,Envionmental - National Heatwave,Environmental,2012,2010,12/27/2012 0:00,1/19/2013 0:00,-25.24469566,133.59375,Queensland;New South Wales;Victoria;South Australia;Western Australia,0.0,240.0,0.0,0.0,0.0,0.0,0.0,480.0,http://www.emknowledge.gov.au/resource/?id=4212
4470,Environmental - Sydney Bushfire Pollution,Environmental,2013,2010,10/22/2013 0:00,11/9/2013 0:00,-33.9127388,151.2414856,New South Wales,0.0,228.0,0.0,0.0,0.0,0.0,0.0,456.0,http://www.emknowledge.gov.au/resource/?id=4470
4674,Flood - Hughenden 1917,Flood,1917,1910,1/1/1917 0:00,1/6/1917 0:00,-20.82736778,144.2010498,Queensland,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,http://www.emknowledge.gov.au/resource/?id=4674
4781,Bushfire - New South Wales 2013,Bushfire,2013,2010,10/13/2013 0:00,11/13/2013 0:00,-33.64834976,150.3664398,New South Wales,2.0,0.0,0.0,0.0,183400000.0,200.0,0.0,420.0,http://www.emknowledge.gov.au/resource/?id=4781
4790,"Bushfire - Perth Hills, January 2014",Bushfire,2014,2010,1/11/2014 10:27,1/14/2014 10:27,-31.87464142,116.1416245,Western Australia,1.0,0.0,0.0,0.0,15000000.0,52.0,0.0,114.0,http://www.emknowledge.gov.au/resource/?id=4790
4946,"Bushfire - Grampians National Park, Victoria, 2014",Bushfire,2014,2010,1/15/2014 10:59,1/21/2014 10:59,-37.12911987,142.5196228,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,http://www.emknowledge.gov.au/resource/?id=4946
4960,"Environmental - Heatwave, South-Eastern Australia, 2014",Environmental,2014,2010,1/11/2014 0:00,1/21/2014 0:00,-33.28461838,140.9765625,Queensland;New South Wales;Victoria;South Australia;Western Australia;Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=4960
5013,"Flood - Gascoyne River, Western Australia, 2010",Flood,2010,2010,12/16/2010 0:00,12/20/2010 0:00,-24.83908844,113.7496948,Queensland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.emknowledge.gov.au/resource/?id=5013
5015,"Bushfire - Victoria, 2014",Bushfire,2014,2010,2/9/2014 11:23,2/14/2014 11:23,-37.56471634,144.8931885,Victoria,0.0,3.0,0.0,0.0,0.0,40.0,0.0,86.0,http://www.emknowledge.gov.au/resource/?id=5015
